dataset,size,sample,entities_file,relationships_file,output_file,precision,recall,f1,node_precision,node_recall,node_f1,ancestor_precision,ancestor_recall,ancestor_f1,input_tokens,output_tokens,total_tokens
ccs,size_50,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_0/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_50/sample_0/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_50,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_1/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_50/sample_1/qwen__qwen2_5-7b-instruct-turbo.csv,0.4444444444444444,0.08163265306122448,0.13793103448275862,0.8571428571428571,0.24,0.375,0.45454545454545453,0.04201680672268908,0.07692307692307693,0,0,0
ccs,size_50,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_2/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_50/sample_2/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_50,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_3/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_50/sample_3/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_50,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_4/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_50/sample_4/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_100,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_0/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_100/sample_0/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_100,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_1/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_100/sample_1/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_100,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_2/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_100/sample_2/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_100,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_3/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_100/sample_3/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_100,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_4/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_100/sample_4/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_200,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_0/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_200/sample_0/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_200,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_1/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_200/sample_1/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_200,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_2/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_200/sample_2/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_200,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_3/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_200/sample_3/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_200,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_4/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_200/sample_4/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_500,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_0/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_500/sample_0/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_500,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_1/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_500/sample_1/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_500,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_2/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_500/sample_2/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_500,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_3/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_500/sample_3/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.5,0.002,0.00398406374501992,0.0,0.0,0.0,0,0,0
ccs,size_500,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_4/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_500/sample_4/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_1000,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_0/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_1000/sample_0/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_1000,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_1/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_1000/sample_1/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_1000,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_2/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_1000/sample_2/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_1000,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_3/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_1000/sample_3/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_1000,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_4/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/ccs/size_1000/sample_4/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
food,size_10,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_0/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_10/sample_0/qwen__qwen2_5-7b-instruct-turbo.csv,0.7,0.7777777777777778,0.7368421052631577,1.0,1.0,1.0,0.9230769230769231,0.8,0.8571428571428571,0,0,0
food,size_10,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_1/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_10/sample_1/qwen__qwen2_5-7b-instruct-turbo.csv,0.8,0.4444444444444444,0.5714285714285714,1.0,0.6,0.7499999999999999,0.875,0.6363636363636364,0.7368421052631579,0,0,0
food,size_10,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_2/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_10/sample_2/qwen__qwen2_5-7b-instruct-turbo.csv,0.75,0.6666666666666666,0.7058823529411765,1.0,0.9,0.9473684210526316,0.8,0.47058823529411764,0.5925925925925927,0,0,0
food,size_10,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_3/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_10/sample_3/qwen__qwen2_5-7b-instruct-turbo.csv,0.2857142857142857,0.2222222222222222,0.25,1.0,1.0,1.0,0.42857142857142855,0.21428571428571427,0.2857142857142857,0,0,0
food,size_10,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_4/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_10/sample_4/qwen__qwen2_5-7b-instruct-turbo.csv,0.625,0.5555555555555556,0.5882352941176471,1.0,1.0,1.0,0.9,0.5294117647058824,0.6666666666666667,0,0,0
food,size_20,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_0/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_20/sample_0/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
food,size_20,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_1/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_20/sample_1/qwen__qwen2_5-7b-instruct-turbo.csv,0.75,0.631578947368421,0.6857142857142857,1.0,1.0,1.0,0.8235294117647058,0.42424242424242425,0.5599999999999999,0,0,0
food,size_20,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_2/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_20/sample_2/qwen__qwen2_5-7b-instruct-turbo.csv,0.8181818181818182,0.47368421052631576,0.6,0.9411764705882353,0.8,0.8648648648648648,0.6428571428571429,0.2903225806451613,0.4,0,0,0
food,size_20,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_3/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_20/sample_3/qwen__qwen2_5-7b-instruct-turbo.csv,0.5625,0.47368421052631576,0.5142857142857142,1.0,0.9,0.9473684210526316,1.0,0.53125,0.6938775510204082,0,0,0
food,size_20,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_4/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_20/sample_4/qwen__qwen2_5-7b-instruct-turbo.csv,0.8823529411764706,0.7894736842105263,0.8333333333333333,1.0,0.9,0.9473684210526316,0.8636363636363636,0.48717948717948717,0.6229508196721312,0,0,0
food,size_50,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_0/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_50/sample_0/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.5,0.02,0.038461538461538464,0.0,0.0,0.0,0,0,0
food,size_50,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_1/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_50/sample_1/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.5,0.02,0.038461538461538464,0.0,0.0,0.0,0,0,0
food,size_50,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_2/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_50/sample_2/qwen__qwen2_5-7b-instruct-turbo.csv,0.29577464788732394,0.42857142857142855,0.35000000000000003,0.9787234042553191,0.92,0.9484536082474226,0.3974358974358974,0.34444444444444444,0.369047619047619,0,0,0
food,size_50,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_3/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_50/sample_3/qwen__qwen2_5-7b-instruct-turbo.csv,0.5952380952380952,0.5102040816326531,0.5494505494505494,0.8333333333333334,0.8,0.816326530612245,0.7796610169491526,0.40350877192982454,0.5317919075144508,0,0,0
food,size_50,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_4/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_50/sample_4/qwen__qwen2_5-7b-instruct-turbo.csv,0.5121951219512195,0.42857142857142855,0.4666666666666667,0.9782608695652174,0.9,0.9375,0.7674418604651163,0.5739130434782609,0.6567164179104478,0,0,0
food,size_100,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_0/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_100/sample_0/qwen__qwen2_5-7b-instruct-turbo.csv,0.0641025641025641,0.050505050505050504,0.05649717514124294,0.9746835443037974,0.77,0.8603351955307262,0.9382716049382716,0.3958333333333333,0.5567765567765568,0,0,0
food,size_100,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_1/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_100/sample_1/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
food,size_100,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_2/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_100/sample_2/qwen__qwen2_5-7b-instruct-turbo.csv,0.5185185185185185,0.1414141414141414,0.2222222222222222,0.8275862068965517,0.24,0.3720930232558139,0.6296296296296297,0.07234042553191489,0.1297709923664122,0,0,0
food,size_100,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_3/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_100/sample_3/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
food,size_100,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_4/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_100/sample_4/qwen__qwen2_5-7b-instruct-turbo.csv,0.4,0.08080808080808081,0.13445378151260506,1.0,0.24,0.3870967741935484,0.55,0.04700854700854701,0.08661417322834644,0,0,0
food,size_200,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_200/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_200/sample_0/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_200/sample_0/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
food,size_200,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_200/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_200/sample_1/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_200/sample_1/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
food,size_200,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_200/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_200/sample_2/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_200/sample_2/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
food,size_200,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_200/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_200/sample_3/relationships.json,results/qwen__qwen2_5-7b-instruct-turbo/processed_data/food/size_200/sample_3/qwen__qwen2_5-7b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
