dataset,size,sample,entities_file,relationships_file,output_file,precision,recall,f1,node_precision,node_recall,node_f1,ancestor_precision,ancestor_recall,ancestor_f1,input_tokens,output_tokens,total_tokens
ccs,size_50,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_0/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_50/sample_0/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_50,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_1/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_50/sample_1/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.3333333333333333,0.32653061224489793,0.32989690721649484,1.0,0.96,0.9795918367346939,0.5378787878787878,0.5966386554621849,0.5657370517928287,0,0,0
ccs,size_50,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_2/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_50/sample_2/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_50,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_3/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_50/sample_3/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.3125,0.10204081632653061,0.15384615384615385,1.0,0.34,0.5074626865671642,0.8,0.15384615384615385,0.25806451612903225,0,0,0
ccs,size_50,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_50/sample_4/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_50/sample_4/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.6666666666666666,0.16326530612244897,0.2622950819672131,1.0,0.26,0.41269841269841273,0.8095238095238095,0.13385826771653545,0.22972972972972974,0,0,0
ccs,size_100,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_0/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_100/sample_0/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_100,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_1/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_100/sample_1/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_100,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_2/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_100/sample_2/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_100,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_3/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_100/sample_3/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_100,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_100/sample_4/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_100/sample_4/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_200,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_0/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_200/sample_0/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_200,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_1/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_200/sample_1/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_200,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_2/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_200/sample_2/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_200,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_3/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_200/sample_3/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_200,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_200/sample_4/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_200/sample_4/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_500,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_0/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_500/sample_0/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_500,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_1/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_500/sample_1/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_500,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_2/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_500/sample_2/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_500,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_3/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_500/sample_3/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_500,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_500/sample_4/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_500/sample_4/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_1000,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_0/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_1000/sample_0/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_1000,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_1/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_1000/sample_1/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_1000,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_2/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_1000/sample_2/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_1000,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_3/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_1000/sample_3/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ccs,size_1000,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_ccs/test_sets/size_1000/sample_4/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/ccs/size_1000/sample_4/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
food,size_10,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_0/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_10/sample_0/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0,0,0
food,size_10,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_1/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_10/sample_1/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
food,size_10,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_2/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_10/sample_2/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0
food,size_10,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_3/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_10/sample_3/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0,0.9,0.6428571428571429,0.75,0,0,0
food,size_10,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_10/sample_4/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_10/sample_4/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.7,0.7777777777777778,0.7368421052631577,1.0,1.0,1.0,0.8947368421052632,1.0,0.9444444444444444,0,0,0
food,size_20,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_0/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_20/sample_0/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.3157894736842105,0.3157894736842105,0.3157894736842105,1.0,1.0,1.0,0.4878048780487805,0.6666666666666666,0.5633802816901409,0,0,0
food,size_20,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_1/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_20/sample_1/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.631578947368421,0.631578947368421,0.631578947368421,1.0,1.0,1.0,0.7368421052631579,0.8484848484848485,0.7887323943661972,0,0,0
food,size_20,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_2/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_20/sample_2/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.3684210526315789,0.3684210526315789,0.3684210526315789,1.0,1.0,1.0,0.36,0.2903225806451613,0.3214285714285714,0,0,0
food,size_20,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_3/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_20/sample_3/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.7894736842105263,0.7894736842105263,0.7894736842105263,1.0,1.0,1.0,0.9354838709677419,0.90625,0.9206349206349206,0,0,0
food,size_20,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_20/sample_4/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_20/sample_4/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.65,0.6842105263157895,0.6666666666666667,1.0,1.0,1.0,0.9210526315789473,0.8974358974358975,0.9090909090909091,0,0,0
food,size_50,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_0/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_50/sample_0/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.3291139240506329,0.5306122448979592,0.40625,1.0,0.94,0.9690721649484536,0.8227848101265823,0.7065217391304348,0.7602339181286549,0,0,0
food,size_50,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_1/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_50/sample_1/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.8627450980392157,0.8979591836734694,0.8799999999999999,0.9411764705882353,0.96,0.9504950495049505,0.8913043478260869,0.9318181818181818,0.9111111111111111,0,0,0
food,size_50,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_2/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_50/sample_2/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.7708333333333334,0.7551020408163265,0.7628865979381444,0.96,0.96,0.96,0.8767123287671232,0.7111111111111111,0.7852760736196318,0,0,0
food,size_50,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_3/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_50/sample_3/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
food,size_50,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_50/sample_4/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_50/sample_4/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.288135593220339,0.3469387755102041,0.31481481481481477,0.8333333333333334,0.9,0.8653846153846153,0.4649122807017544,0.4608695652173913,0.462882096069869,0,0,0
food,size_100,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_0/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_100/sample_0/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.32673267326732675,0.3333333333333333,0.33,0.9540229885057471,0.83,0.8877005347593583,0.5506607929515418,0.6510416666666666,0.5966587112171837,0,0,0
food,size_100,sample_1,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_1/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_1/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_100/sample_1/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
food,size_100,sample_2,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_2/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_2/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_100/sample_2/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
food,size_100,sample_3,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_3/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_3/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_100/sample_3/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
food,size_100,sample_4,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_4/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_100/sample_4/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_100/sample_4/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.1935483870967742,0.06060606060606061,0.09230769230769231,0.96,0.24,0.384,0.065,0.16666666666666666,0.09352517985611511,0,0,0
food,size_200,sample_0,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_200/sample_0/entities.json,/Users/yiruizhang/Documents/kdd/data/processed_data/output_food/test_sets/size_200/sample_0/relationships.json,results/meta-llama__meta-llama-3_1-8b-instruct-turbo/processed_data/food/size_200/sample_0/meta-llama__meta-llama-3_1-8b-instruct-turbo.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
